Time	Long	Lat	X	Y	Ax	Ay	Az	time	A1	A2	A3	A4	A5
1510293583	113.936525	22.535119	380	415	-0.024974802999999997	-0.058211945	9.787308	2017/11/10 13:59	493417.0938	2493114.0	493380.7089747949	2493144.434206894	3
1510293584	113.936525	22.535119	380	415	-0.024599241	-0.0576486	9.786744	2017/11/10 13:59	493417.0938	2493114.0	493380.80005770386	2493144.483954094	3
1510293585	113.936525	22.535119	380	415	-0.027228165	-0.0576486	9.794444	2017/11/10 13:59	493417.0938	2493114.0	493380.82072289585	2493144.466948883	3
1510293586	113.936525	22.535119	380	415	-0.026520375	-0.06317007	9.78326	2017/11/10 13:59	493417.0938	2493114.0	493380.55913136364	2493144.1704954933	3
1510293587	113.936525	22.535119	380	415	-0.02948153	-0.06102865	9.779983	2017/11/10 13:59	493417.0938	2493114.0	493380.6259879771	2493144.206723074	3
1510293588	113.936525	22.535119	380	415	-0.033800483	-0.058775283	9.788435	2017/11/10 13:59	493417.0938	2493114.0	493380.76119147113	2493144.3143305895	3
1510293589	113.936525	22.535119	380	415	-0.02441146	-0.061404213	9.78393	2017/11/10 13:59	493417.0938	2493114.0	493380.7502332893	2493144.278142763	3
1510293590	113.936525	22.535119	380	415	-0.028177907999999998	-0.058934167	9.783628	2017/11/10 13:59	493417.0938	2493114.0	493380.8078120733	2493144.3129917993	3
1510293591	113.936525	22.535119	380	415	-0.023097	-0.06159199	9.786932	2017/11/10 13:59	493417.0938	2493114.0	493380.78258233005	2493144.267102903	3
1510293592	113.936525	22.535119	380	415	-0.027415952	-0.06403313599999999	9.782615	2017/11/10 13:59	493417.0938	2493114.0	493380.8581882657	2493144.3241107296	3
1510293593	113.936525	22.535119	380	415	-0.025350362	-0.059901964	9.786746	2017/11/10 13:59	493417.0938	2493114.0	493380.86122563103	2493144.310261182	3
1510293594	113.936525	22.535119	380	415	-0.02928292	-0.056539975	9.791366	2017/11/10 13:59	493417.0938	2493114.0	493380.8504503649	2493144.2842001687	3
1510293595	113.936525	22.535119	380	415	-0.023660338	-0.06159199	9.791064	2017/11/10 13:59	493417.0938	2493114.0	493380.7920680684	2493144.2119673714	3
1510293596	113.936525	22.535119	380	415	-0.02685261	-0.05896307	9.791064	2017/11/10 13:59	493417.0938	2493114.0	493380.7825745466	2493144.1899661147	3
1510293597	113.936525	22.535119	380	415	-0.029282916000000003	-0.059302516	9.788416999999999	2017/11/10 13:59	493417.0938	2493114.0	493380.7019782776	2493144.0980316005	3
1510293598	113.936525	22.535119	380	415	-0.026289267	-0.056897475999999995	9.780923	2017/11/10 13:59	493417.0938	2493114.0	493380.7693471931	2493144.155184121	3
1510293599	113.936525	22.535119	380	415	-0.02929375	-0.056334145	9.787496	2017/11/10 13:59	493417.0938	2493114.0	493380.78416640114	2493144.160745325	3
1510293600	113.936525	22.535119	380	415	-0.027625395	-0.060223356	9.7869425	2017/11/10 14:00	493417.0938	2493114.0	493380.5957996747	2493143.9639663803	3
1510293601	113.936525	22.535119	380	415	-0.030232659	-0.060277533	9.780173	2017/11/10 14:00	493417.0938	2493114.0	493380.80206598446	2493144.162682281	3
1510293602	113.936525	22.535119	380	415	-0.03192268	-0.059714183	9.786932	2017/11/10 14:00	493417.0938	2493114.0	493380.763562534	2493144.1173135615	3
1510293603	113.936525	22.535119	380	415	-0.025599532	-0.061696716	9.795232	2017/11/10 14:00	493417.0938	2493114.0	493380.71134790895	2493144.058886442	3
